x,y,z,rx,ry,rz,时间戳(秒)
538.44,121.9,663.8,180.0,0.0,0.0,0.0
537.8410204081633,123.77040816326532,663.8,180.0,0.0,0.0,0.008
537.2420408163266,125.64081632653061,663.8,180.0,0.0,0.0,0.016
536.6430612244899,127.51122448979592,663.8,180.0,0.0,0.0,0.024
536.0440816326532,129.38163265306122,663.8,180.0,0.0,0.0,0.032
535.4451020408163,131.25204081632654,663.8,180.0,0.0,0.0,0.04
534.8461224489796,133.12244897959184,663.8,180.0,0.0,0.0,0.048
534.2471428571429,134.99285714285716,663.8,180.0,0.0,0.0,0.056
533.6481632653062,136.86326530612246,663.8,180.0,0.0,0.0,0.064
533.0491836734694,138.73367346938775,663.8,180.0,0.0,0.0,0.07200000000000001
532.4502040816327,140.60408163265308,663.8,180.0,0.0,0.0,0.08
531.851224489796,142.47448979591837,663.8,180.0,0.0,0.0,0.088
531.2522448979593,144.34489795918367,663.8,180.0,0.0,0.0,0.096
530.6532653061225,146.215306122449,663.8,180.0,0.0,0.0,0.10400000000000001
530.0542857142857,148.0857142857143,663.8,180.0,0.0,0.0,0.112
529.455306122449,149.9561224489796,663.8,180.0,0.0,0.0,0.12
528.8563265306123,151.8265306122449,663.8,180.0,0.0,0.0,0.128
528.2573469387755,153.6969387755102,663.8,180.0,0.0,0.0,0.136
527.6583673469388,155.56734693877553,663.8,180.0,0.0,0.0,0.14400000000000002
527.0593877551021,157.43775510204082,663.8,180.0,0.0,0.0,0.152
526.4604081632654,159.30816326530612,663.8,180.0,0.0,0.0,0.16
525.8614285714286,161.17857142857144,663.8,180.0,0.0,0.0,0.168
525.2624489795919,163.04897959183674,663.8,180.0,0.0,0.0,0.176
524.6634693877551,164.91938775510204,663.8,180.0,0.0,0.0,0.184
524.0644897959183,166.78979591836736,663.8,180.0,0.0,0.0,0.192
523.4655102040816,168.66020408163266,663.8,180.0,0.0,0.0,0.2
522.8665306122449,170.53061224489798,663.8,180.0,0.0,0.0,0.20800000000000002
522.2675510204082,172.40102040816328,663.8,180.0,0.0,0.0,0.216
521.6685714285715,174.27142857142857,663.8,180.0,0.0,0.0,0.224
521.0695918367347,176.14183673469387,663.8,180.0,0.0,0.0,0.232
520.470612244898,178.0122448979592,663.8,180.0,0.0,0.0,0.24
519.8716326530612,179.88265306122452,663.8,180.0,0.0,0.0,0.248
519.2726530612244,181.75306122448978,663.8,180.0,0.0,0.0,0.256
518.6736734693877,183.6234693877551,663.8,180.0,0.0,0.0,0.264
518.074693877551,185.49387755102043,663.8,180.0,0.0,0.0,0.272
517.4757142857143,187.36428571428573,663.8,180.0,0.0,0.0,0.28
516.8767346938776,189.23469387755102,663.8,180.0,0.0,0.0,0.28800000000000003
516.2777551020408,191.10510204081635,663.8,180.0,0.0,0.0,0.296
515.6787755102041,192.97551020408164,663.8,180.0,0.0,0.0,0.304
515.0797959183674,194.84591836734694,663.8,180.0,0.0,0.0,0.312
514.4808163265307,196.71632653061226,663.8,180.0,0.0,0.0,0.32
513.8818367346938,198.58673469387756,663.8,180.0,0.0,0.0,0.328
513.2828571428571,200.45714285714286,663.8,180.0,0.0,0.0,0.336
512.6838775510204,202.32755102040818,663.8,180.0,0.0,0.0,0.34400000000000003
512.0848979591836,204.19795918367348,663.8,180.0,0.0,0.0,0.352
511.4859183673469,206.06836734693877,663.8,180.0,0.0,0.0,0.36
510.8869387755102,207.9387755102041,663.8,180.0,0.0,0.0,0.368
510.2879591836735,209.8091836734694,663.8,180.0,0.0,0.0,0.376
509.6889795918367,211.6795918367347,663.8,180.0,0.0,0.0,0.384
509.09,213.55,663.8,180.0,0.0,0.0,0.392
